Year,Month,State,Location,Food,Ingredient,Species,Genus,Status,Illnesses,Hospitalizations,Fatalities
2006,September,Illinois,Restaurant,"Pork, Other",,Staphylococcus aureus,Staphylococcus,Confirmed,23,3,0
2006,May,California,Residence,Chicken Salad,,Staphylococcus aureus,Staphylococcus,Confirmed,22,0,0
2006,August,Pennsylvania,,"Fish, Tilapia; Chicken, Fried",,Staphylococcus aureus,Staphylococcus,Confirmed,17,0,0
2006,September,Minnesota,Restaurant,Shrimp,,Staphylococcus aureus,Staphylococcus,Confirmed,13,0,0
2006,June,Oklahoma,Restaurant,"Beef, Bbq",,Staphylococcus aureus,Staphylococcus,Confirmed,11,1,0
2006,September,Tennessee,Restaurant,,,Staphylococcus aureus,Staphylococcus,Confirmed,3,0,0
2006,October,California,,"Bear, Unspecified",,Trichinella spiralis,Trichinella,Confirmed,2,1,0
2006,May,Multistate,Restaurant; Residence; Banquet Facility; Grocery Store,Oysters,,Vibrio parahaemolyticus,Vibrio,Confirmed,177,2,0
2006,May,New York,Restaurant,"Crab, Unspecified",Crustacean,Vibrio parahaemolyticus,Vibrio,Confirmed,80,0,0
2006,June,California,Restaurant; Residence,Raw Oysters,,Vibrio parahaemolyticus,Vibrio,Confirmed,27,0,0
2006,July,California,Restaurant,Raw Oysters,Raw Oysters,Vibrio parahaemolyticus,Vibrio,Confirmed,10,1,0
2006,July,New York,Restaurant,"Clams, Raw","Clams, Raw",Vibrio parahaemolyticus,Vibrio,Confirmed,4,0,0
2006,August,New York,Residence,"Clams, Raw","Clams, Raw",Vibrio parahaemolyticus,Vibrio,Confirmed,2,0,0
2006,September,Alaska,Restaurant,,,Virus,Virus,Confirmed,52,0,0
2007,June,Pennsylvania,Banquet Facility,Other Vegetable,,Bacillus cereus,Bacillus,Confirmed,25,0,0
2007,November,Idaho,Catering Service,,,Bacillus cereus,Bacillus,Confirmed,23,0,0
2007,August,South Carolina,Restaurant,Vegetable Fried Rice,,Bacillus cereus,Bacillus,Confirmed,16,0,0
2007,February,Tennessee,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,Bacillus,Confirmed,3,0,0
2007,March,California,Grocery Store,"Queso Fresco, Unpasteurized",,Brucella unknown,Brucella,Confirmed,3,1,0
2007,October,Kansas,Fair/Festival,"Homemade Cheese, Unpasteurized",,Campylobacter jejuni,Campylobacter,Confirmed,68,2,0
2007,January,Utah,,"Whole Milk, Unpasteurized; Goat Milk, Unpasteurized; Butter; Goat Cheese/Chevre, Unpasteurized",Milk; Milk; Butter; Cheese,Campylobacter jejuni,Campylobacter,Confirmed,62,4,0
2007,May,New Mexico,School,"Sandwich, Ham",,Campylobacter unknown,Campylobacter,Confirmed,48,1,0
2007,September,Colorado,Residence,"Ground Beef, Cheeseburger; Chili",Leafy Green; Leafy Green,Campylobacter jejuni,Campylobacter,Confirmed,26,4,0
2007,September,Illinois,Catering Service; Religious Facility,,,Campylobacter jejuni,Campylobacter,Confirmed,18,0,0
2007,December,Washington,,Raw Milk,,Campylobacter jejuni,Campylobacter,Confirmed,18,0,0
2007,October,Kansas,,"Raw Milk; Cheddar Cheese, Unpasteurized",,Campylobacter jejuni,Campylobacter,Confirmed,16,0,0
2007,August,Kansas,Residence,"Turkey, Smoked",,Campylobacter jejuni,Campylobacter,Confirmed,13,0,0
2007,October,Tennessee,,,,Campylobacter jejuni,Campylobacter,Confirmed,13,1,0
2007,April,Wyoming,,,,Campylobacter jejuni,Campylobacter,Confirmed,12,0,0
2007,September,Michigan,Restaurant,"Chicken, Unspecified",,Campylobacter jejuni,Campylobacter,Confirmed,11,0,0
2007,November,California,,Raw Milk,Milk,Campylobacter unknown,Campylobacter,Confirmed,11,0,0
2007,July,California,Restaurant,,,Campylobacter unknown,Campylobacter,Confirmed,6,0,0
2007,August,California,Fair/Festival,,,Campylobacter jejuni,Campylobacter,Confirmed,4,0,0
2007,September,Pennsylvania,,Raw Milk,,Campylobacter jejuni,Campylobacter,Confirmed,4,0,0
2007,March,Pennsylvania,Unknown,,,Campylobacter unknown,Campylobacter,Confirmed,4,0,0
2007,May,Washington,Restaurant,Chicken,,Campylobacter jejuni,Campylobacter,Confirmed,3,1,0
2007,April,Pennsylvania,,"Dairy, Other *****; Ice Cream, Homemade",Milk; Milk,Campylobacter unknown,Campylobacter,Confirmed,3,0,0
2007,March,New York,Restaurant,"Duck, Liver","Duck, Liver",Campylobacter jejuni,Campylobacter,Confirmed,2,0,0
2007,April,New York,,Raw Milk,Milk,Campylobacter unknown,Campylobacter,Confirmed,2,1,0
2007,June,Pennsylvania,,,,Campylobacter unknown,Campylobacter,Confirmed,2,0,0
2007,November,Missouri,Restaurant,"Fish, Amberjack",,Ciguatoxin,Ciguatoxin,Confirmed,29,0,0
2007,May,Washington DC,Residence,Fish,,Ciguatoxin,Ciguatoxin,Confirmed,9,0,0
2007,May,Florida,Residence,"Fish, Baracuda",,Ciguatoxin,Ciguatoxin,Confirmed,8,0,0
2007,July,Louisiana,Restaurant,"Fish, Grouper, Unspecified",,Ciguatoxin,Ciguatoxin,Confirmed,8,0,0
2007,August,Florida,Residence,"Fish, Baracuda",,Ciguatoxin,Ciguatoxin,Confirmed,5,0,0
2007,July,Connecticut,,"Fish, Grouper, Unspecified",,Ciguatoxin,Ciguatoxin,Confirmed,4,4,0
2007,February,Florida,Residence,"Fish, Amberjack",Fin Fish,Ciguatoxin,Ciguatoxin,Confirmed,3,0,0
2007,May,Hawaii,Office,"Fish, Wahanui",Fin Fish,Ciguatoxin,Ciguatoxin,Confirmed,3,0,0
2007,July,California,Residence; Grocery Store,"Seafood Dish, Unspecified",,Ciguatoxin,Ciguatoxin,Confirmed,3,0,0
2007,September,Florida,,"Fish, Baracuda",,Ciguatoxin,Ciguatoxin,Confirmed,3,0,0
2007,September,Florida,Residence,"Fish, Baracuda",Fin Fish,Ciguatoxin,Ciguatoxin,Confirmed,3,3,0
2007,June,Hawaii,Residence,"Fish, Perch",,Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2007,August,Hawaii,Residence,"Fish, Baracuda",,Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2007,September,Florida,Residence,"Fish, Grouper, Unspecified",,Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2007,August,Washington,Prison,,,Clostridium perfringens,Clostridium,Confirmed,300,0,0
2007,May,New Jersey,Prison,"Turkey Ziti, Casserole",Turkey; Pasta,Clostridium perfringens,Clostridium,Confirmed,145,0,0
2007,September,Colorado,Prison,"Beans, Chili",,Clostridium perfringens,Clostridium,Confirmed,125,0,0
2007,February,Arizona,Restaurant,"Stew/Chili, Other",,Clostridium perfringens,Clostridium,Confirmed,100,0,0
2007,March,Georgia,Catering Service,"Chicken, Baked; Rice, Wild",Chicken; Sauces/ Dressings; Rice; Sauces/ Dressings,Clostridium perfringens,Clostridium,Confirmed,100,0,0
2007,November,Georgia,Prison,"Beef, Stew",Beef,Clostridium perfringens,Clostridium,Confirmed,74,0,0
2007,June,Iowa,Residence,,,Clostridium perfringens,Clostridium,Confirmed,61,0,0
2007,April,Louisiana,Prison,,,Clostridium perfringens,Clostridium,Confirmed,41,3,0
2007,July,New York,Camp,"Roast Beef, Unspecified",Beef,Clostridium perfringens,Clostridium,Confirmed,40,0,0
2007,December,Oregon,Catering Service,"Steak, Prime Rib",,Clostridium perfringens,Clostridium,Confirmed,32,0,0
2007,April,Ohio,Residence; Office,Shredded Chicken,,Clostridium perfringens,Clostridium,Confirmed,30,0,0
2007,December,Florida,Residence,"Chicken, Baked",,Clostridium perfringens,Clostridium,Confirmed,28,0,0
2007,February,Wyoming,School,"Beef, Other",,Clostridium perfringens,Clostridium,Confirmed,26,1,0
2007,January,Illinois,Residence,"Stew/Chili, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,23,1,0
2007,September,Minnesota,Religious Facility,"Pork, Roasted",,Clostridium perfringens,Clostridium,Confirmed,23,0,0
2007,September,South Carolina,Catering Service; Religious Facility,"Turkey, Baked; Potatoes",,Clostridium perfringens,Clostridium,Confirmed,23,0,0
2007,March,Washington,,"Beef, Stew",,Clostridium perfringens,Clostridium,Confirmed,16,1,0
2007,July,Wisconsin,Restaurant,"Roast Beef, Other",,Clostridium perfringens,Clostridium,Confirmed,16,0,0
2007,December,Illinois,Restaurant,"Pork, Roasted",,Clostridium perfringens,Clostridium,Confirmed,12,0,0
2007,January,Minnesota,Restaurant,"Steak, Prime Rib",,Clostridium perfringens,Clostridium,Confirmed,11,0,0
2007,September,Oregon,Restaurant,"Gravy, Sausage",,Clostridium perfringens,Clostridium,Confirmed,11,0,0
2007,January,Wisconsin,Restaurant,"Refried Beans, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,10,0,0
2007,April,Georgia,Grocery Store,"Chicken, Curry",,Clostridium perfringens,Clostridium,Confirmed,9,0,0
2007,June,Multistate,Residence,Chili,,Clostridium botulinum,Clostridium,Confirmed,8,8,0
2007,January,Michigan,Restaurant,"Refried Beans, Unspecified; Enchilada, Chicken",,Clostridium perfringens,Clostridium,Confirmed,8,0,0
2007,November,California,Restaurant,"Turkey, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,8,0,0
2007,July,Illinois,Restaurant,Shredded Chicken,,Clostridium perfringens,Clostridium,Confirmed,7,0,0
2007,November,South Carolina,Restaurant,"Fajita, Chicken; Guacamole, Unspecified; Refried Beans, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,6,0,0
2007,March,California,Restaurant,"Beans, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,5,0,0
2007,July,New York,Restaurant,Chicken Roti,Chicken,Clostridium perfringens,Clostridium,Confirmed,5,0,0
2007,December,Colorado,Restaurant,"Refried Beans, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,5,0,0
2007,January,South Carolina,Restaurant,Chicken Salad,,Clostridium perfringens,Clostridium,Confirmed,4,0,0
2007,March,Alaska,Residence,Specialty/Ethnic Dishes,,Clostridium botulinum,Clostridium,Confirmed,2,2,0
2007,May,Alaska,Residence,"Seafood, Other",,Clostridium botulinum,Clostridium,Confirmed,2,2,0
2007,August,Maine,,,,Cryptosporidium unknown,Cryptosporidium,Confirmed,6,0,0
2007,September,Minnesota,Residence,"Beans, Baked",,Cryptosporidium unknown,Cryptosporidium,Confirmed,5,2,0
2007,July,Maine,,,,Cryptosporidium unknown,Cryptosporidium,Confirmed,3,0,0
2007,October,Minnesota,Banquet Facility,,,"Escherichia (E. coli) coli, Enteropathogenic",Escherichia (E. coli),Confirmed,66,1,0
2007,March,California,Restaurant,Multiple Foods,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,52,6,0
2007,August,Multistate,Residence,Ground Beef,Ground Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,46,0,0
2007,July,Multistate,Residence,Pepperoni,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,27,11,0
2007,June,Alabama,Restaurant,Lettuce-Based Salads Unspecified,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,26,11,1
2007,July,Minnesota,,"Beans, Baked; Unknown Fruit",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,26,2,0
2007,July,North Dakota,Residence,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,23,0,0
2007,May,North Carolina,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,22,8,1
2007,April,Multistate,,"Ground Beef, Unspecified",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,21,5,0
2007,June,Multistate,Residence,"Ground Beef, Unspecified",Ground Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,21,2,0
2007,March,Multistate,Residence,Ground Beef,Ground Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,17,6,0
2007,September,North Carolina,,Ground Beef,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,17,1,0
2007,July,Multistate,Residence,"Ground Beef, Unspecified",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,12,0,0
2007,December,Hawaii,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,12,1,0
2007,March,Minnesota,Residence,"Ground Beef, Unspecified",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,10,7,0
2007,July,South Carolina,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,10,1,0
2007,September,Illinois,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,10,7,0
2007,October,Massachusetts,,"Apple Cider, Unpasteurized",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,9,1,0
2007,March,Hawaii,Restaurant,"Mesclun Mix, Unspecified",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,5,0
2007,March,Pennsylvania,Residence; Banquet Facility,Jerky,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,3,0
2007,March,Pennsylvania,Restaurant,"Steak, Sirloin; Steak, Beef Tips",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,6,0
2007,September,Kansas,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,1,0
2007,September,Georgia,Catering Service,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,6,3,0
2007,September,California,Residence,Ground Beef,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,5,2,0
2007,July,Alabama,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,4,3,0
2007,June,Minnesota,Residence,"Steak, Unspecified",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,3,0
2007,July,New York,Residence,"Ground Beef, Unspecified",Ground Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,2,0
2007,January,Florida,Restaurant,Caesar Salad,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,2,0
2007,March,Oregon,Unknown,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,2,0
2007,June,Oregon,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,1,0
2007,June,Pennsylvania,Unknown,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,0,0
2007,July,New York,Residence,Ground Beef,Ground Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,2,0
2007,August,Tennessee,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,2,0
2007,September,Colorado,Residence,Ground Beef,Ground Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,0,0
2007,October,Florida,Restaurant,"Sandwich, Unspecified",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,0,0
2007,July,Vermont,Camp,,,Giardia intestinalis,Giardia,Confirmed,36,0,0
2007,September,Missouri,Catering Service,Lettuce Based Salads; Chicken Parmesan,,Giardia intestinalis,Giardia,Confirmed,15,0,0
2007,August,Illinois,,Sindoor,,Heavy metals,Heavy,Confirmed,3,1,0
2007,February,Minnesota,Restaurant,"Ice Cream/Yogurt, Other",,Hepatitis A,Hepatitis,Confirmed,15,6,0
2007,April,Minnesota,Restaurant,,,Hepatitis A,Hepatitis,Confirmed,8,3,0
2007,March,Florida,Restaurant,"Acai, Bananas, Strawberries, Sugar Cane Juice",,Hepatitis A,Hepatitis,Confirmed,3,2,0
2007,May,Illinois,Residence,,,Hepatitis A,Hepatitis,Confirmed,2,0,0
2007,April,Nebraska,Restaurant,Yellowfin Tuna,,Histamine,Histamine,Confirmed,4,2,0
2007,June,Massachusetts,,"Skim Milk, Pasteurized; Other Milk, Pasteurized",,Listeria monocytogenes,Listeria,Confirmed,5,5,3
2007,July,Illinois,,,,Norovirus genogroup I,Norovirus,Confirmed,526,0,0
2007,December,California,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,168,2,0
2007,June,Washington,Restaurant,Lettuce Based Salads,,Norovirus genogroup I,Norovirus,Confirmed,128,0,0
2007,May,New Jersey,Banquet Facility,"Chicken, Marsala",,Norovirus genogroup I,Norovirus,Confirmed,127,1,0
2007,January,California,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,125,1,0
2007,December,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,119,2,0
2007,January,Wisconsin,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,101,0,0
2007,May,Ohio,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,Norovirus,Confirmed,100,2,0
2007,August,Pennsylvania,School,,,Norovirus genogroup I,Norovirus,Confirmed,100,0,0
2007,May,Pennsylvania,Prison,"Chicken; Sandwich, Chicken; Ham, Other; Mixed Vegetables, Carrots And Celery",,Norovirus genogroup I,Norovirus,Confirmed,98,0,0
2007,March,Texas,Banquet Facility,,,Norovirus unknown,Norovirus,Confirmed,97,0,0
2007,April,Kansas,School,,,Norovirus unknown,Norovirus,Confirmed,97,0,0
2007,December,Pennsylvania,Restaurant; Banquet Facility,"Cake, Cheese; Garden Salad",,Norovirus genogroup I,Norovirus,Confirmed,95,2,0
2007,June,Maryland,Restaurant,Tap Water,,Norovirus genogroup II,Norovirus,Confirmed,94,1,0
2007,February,Texas,Assisted Living Facility,,,Norovirus genogroup II,Norovirus,Confirmed,89,5,2
2007,April,Wisconsin,Catering Service,Potato Salad,,Norovirus genogroup II,Norovirus,Confirmed,86,0,0
2007,December,Maryland,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,79,0,0
2007,September,Missouri,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,73,0,0
2007,November,Iowa,School,"Sandwich, Turkey",Bread; Cheese; Turkey,Norovirus genogroup I,Norovirus,Confirmed,71,0,0
2007,July,Arizona,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,70,0,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,68,0,0
2007,February,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,68,0,0
2007,December,Pennsylvania,,,,Norovirus genogroup I,Norovirus,Confirmed,68,2,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,66,0,0
2007,March,Georgia,Banquet Facility,,,Norovirus genogroup I,Norovirus,Confirmed,63,0,0
2007,November,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,60,0,0
2007,November,California,Restaurant,Fruit Salad; Salad Bar,"Fruit, Unspecified",Norovirus unknown,Norovirus,Confirmed,60,0,0
2007,January,Washington,Restaurant,Lettuce Based Salads; Biscuits,,Norovirus unknown,Norovirus,Confirmed,56,0,0
2007,August,Michigan,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,55,0,0
2007,January,Oregon,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,52,1,0
2007,September,Pennsylvania,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,51,3,0
2007,April,Minnesota,Catering Service,"Sandwich, Unspecified; Lettuce-Based Salads Unspecified",,Norovirus genogroup I,Norovirus,Confirmed,50,0,0
2007,November,California,Restaurant; Residence; Fair/Festival,Mutiple Mexican Foods,Beef; Leafy Green; Wraps/Tortillas,Norovirus genogroup II,Norovirus,Confirmed,50,0,0
2007,June,Wisconsin,Restaurant,"Mixed Vegetables, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,49,0,0
2007,December,Ohio,,,,Norovirus genogroup II,Norovirus,Confirmed,49,0,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,47,0,0
2007,March,Maryland,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,47,0,0
2007,November,Iowa,Restaurant,Mixed Fruit,"Fruit, Unspecified; Melon",Norovirus genogroup I,Norovirus,Confirmed,44,0,0
2007,May,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,44,0,0
2007,October,Minnesota,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,43,0,0
2007,May,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,41,0,0
2007,February,Mississippi,Banquet Facility,"Pasta Salad; Coleslaw; Chicken, Grilled",,Norovirus genogroup I,Norovirus,Confirmed,40,0,0
2007,February,Multistate,Restaurant; Banquet Facility,Oysters,Oysters,Norovirus genogroup I,Norovirus,Confirmed,40,0,0
2007,June,New Jersey,Restaurant,Ice; Water,,Norovirus genogroup I,Norovirus,Confirmed,40,0,0
2007,May,South Carolina,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,40,1,0
2007,November,Illinois,Restaurant; Banquet Facility,,,Norovirus genogroup II,Norovirus,Confirmed,40,0,0
2007,January,New York,Restaurant,"Pork, Roasted",Pork,Norovirus genogroup I,Norovirus,Confirmed,39,0,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,37,2,0
2007,December,Connecticut,Catering Service,Appetizers,,Norovirus genogroup II,Norovirus,Confirmed,37,0,0
2007,December,Washington,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,36,0,0
2007,September,Ohio,Restaurant; Residence,,,Norovirus genogroup II,Norovirus,Confirmed,36,2,0
2007,October,Texas,Banquet Facility,,,Norovirus unknown,Norovirus,Confirmed,36,0,0
2007,December,Minnesota,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,35,0,0
2007,October,California,Catering Service,Butter,,Norovirus unknown,Norovirus,Confirmed,35,1,0
2007,April,Pennsylvania,Banquet Facility,Pork,,Norovirus genogroup I,Norovirus,Confirmed,33,0,0
2007,July,Colorado,Restaurant,"Tomato, Unspecified",Vine-Stalk Eg. Tomato,Norovirus genogroup I,Norovirus,Confirmed,33,0,0
2007,November,Colorado,Unknown,,,Norovirus genogroup I,Norovirus,Confirmed,31,1,0
2007,January,Connecticut,Restaurant,"Pizza, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,30,0,0
2007,August,South Carolina,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,30,0,0
2007,September,North Dakota,Banquet Facility,,,Norovirus unknown,Norovirus,Confirmed,29,0,0
2007,November,California,Restaurant,Multiple Salads,,Norovirus unknown,Norovirus,Confirmed,29,0,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,28,4,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,28,0,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,28,4,0
2007,January,New York,Banquet Facility,Pasta Salad,Pasta,Norovirus genogroup I,Norovirus,Confirmed,28,0,0
2007,August,Wisconsin,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,28,0,0
2007,August,Texas,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,28,0,0
2007,April,Kansas,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,27,0,0
2007,February,California,Restaurant,Multiple Foods,,Norovirus genogroup II,Norovirus,Confirmed,27,0,0
2007,March,Kentucky,Catering Service,"Sandwich, Wrap",Leafy Green,Norovirus genogroup II,Norovirus,Confirmed,27,0,0
2007,December,Texas,,,,Norovirus unknown,Norovirus,Confirmed,27,3,0
2007,April,Texas,Residence,,,Norovirus unknown,Norovirus,Confirmed,26,3,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,25,0,0
2007,May,California,Restaurant,Chicken Stir Fry,,Norovirus genogroup II,Norovirus,Confirmed,25,1,0
2007,August,Oregon,Restaurant,House Salad,Leafy Green,Norovirus unknown,Norovirus,Confirmed,25,0,0
2007,November,New York,Restaurant,Sushi,,Norovirus unknown,Norovirus,Confirmed,25,2,0
2007,February,New Jersey,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,24,0,0
2007,July,California,Restaurant,Desserts,,Norovirus genogroup II,Norovirus,Confirmed,24,0,0
2007,January,New Jersey,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,23,0,0
2007,April,California,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,23,0,0
2007,March,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,23,1,0
2007,April,Wisconsin,,,,Norovirus genogroup II,Norovirus,Confirmed,23,0,0
2007,May,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,23,0,0
2007,May,Texas,Catering Service,,,Norovirus unknown,Norovirus,Confirmed,23,2,0
2007,October,Massachusetts,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,22,2,0
2007,March,California,Camp,,,Norovirus genogroup I,Norovirus,Confirmed,21,0,0
2007,November,Minnesota,Catering Service,"Sandwich, Ham",,Norovirus genogroup I,Norovirus,Confirmed,21,0,0
2007,July,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,21,0,0
2007,July,New York,,"Other Cheese; Bread, White",Cheese; Bread,Norovirus unknown,Norovirus,Confirmed,21,0,0
2007,July,Georgia,Catering Service,,,Norovirus genogroup I,Norovirus,Confirmed,20,0,0
2007,August,Michigan,Office,,,Norovirus genogroup II,Norovirus,Confirmed,20,0,0
2007,January,Colorado,Banquet Facility; Grocery Store,Honeydew Melon; Caramel Rolls,,Norovirus unknown,Norovirus,Confirmed,19,0,0
2007,March,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,18,0,0
2007,December,Iowa,Banquet Facility,,,Norovirus genogroup I,Norovirus,Confirmed,18,0,0
2007,March,Wisconsin,Religious Facility,,,Norovirus genogroup II,Norovirus,Confirmed,18,0,0
2007,May,Ohio,Office,,,Norovirus genogroup II,Norovirus,Confirmed,18,0,0
2007,January,Maine,,,,Norovirus genogroup I,Norovirus,Confirmed,17,3,0
2007,November,Minnesota,Catering Service,,,Norovirus genogroup I,Norovirus,Confirmed,17,0,0
2007,December,Minnesota,Catering Service,,,Norovirus genogroup I,Norovirus,Confirmed,17,0,0
2007,April,Wisconsin,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,17,0,0
2007,October,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,17,1,0
2007,November,Oregon,School,"Celery, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,17,0,0
2007,December,Kansas,Restaurant,"Sandwich, Chicken",,Norovirus genogroup II,Norovirus,Confirmed,17,1,0
2007,January,Oregon,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,17,0,0
2007,April,Colorado,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,17,0,0
2007,November,California,Restaurant,Ice Cream With Fresh Berries,"Fruit, Unspecified; Ice Cream",Norovirus unknown,Norovirus,Confirmed,17,0,0
2007,October,Florida,Restaurant; Residence,,,Norovirus genogroup I,Norovirus,Confirmed,16,0,0
2007,February,Florida,Residence,Chicken Salad,,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
2007,May,Ohio,Banquet Facility,,,Norovirus genogroup II,Norovirus,Confirmed,16,1,0
2007,August,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
2007,October,Illinois,Residence; Grocery Store,Taco Or Nacho Salad,,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
